Question	Answer	Source	Metadata	SuggestedQuestions	IsContextOnly	Prompts	QnaId
Storage, files, and backup	**Storage, files, and backup**\n\nSurface Pro has a hard drive that comes in two sizes: 64 GB and 128 GB. 3 \n\n3System software uses significant storage space; your storage capacity will be less. See surface.com/storage 1 GB = 1 billion bytes.	surface pro.xlsx	metadataname:surface pro	[]	False	[]	3160
How much local storage space do I have?	**How much local storage space do I have?**\n\nTo see how much storage space you have available:\n\n1.  Open the Settings charm, tap or click Change PC settings. \n\n2.  Tap or click General. \n\n3.  Scroll down to Available storage, to see how much storage space you have. You can tap or click View app sizes to see how much space each app is using.\n\nNote Pre-installed software and apps use a significant amount of storage space. To learn how much, see [Surface disk space FAQ](http://www.microsoft.com/Surface/en-US/support/surface-with-windows-rt/files-folders-and-online-storage/surface-disk-space-FAQ) on Surface.com.	surface pro.xlsx	metadataname:surface pro	[]	False	[]	3161
Surface storage options	**Surface storage options**\n\nIn addition to the internal storage, here are a few storage options:\n\n*   Removable storage, such as a USB flash drive or microSD memory card.\n\n*   Cloud storage (SkyDrive)â€”up to 7 GB free.\n\n*   Another computer on your network. You can open and save files to other computers on your network. For more info, see the Find shared items on other computers topic in this guide.	surface pro.xlsx	metadataname:surface pro	[]	False	[]	3162
Removable storage options	**Removable storage options**\n\nYou can use USB storage or a microSD memory card for your documents, music, videos, and pictures.	surface pro.xlsx	metadataname:surface pro	[]	False	[]	3163
Files and folders	**Files and folders**\n\nUse File Explorer (previously called Windows Explorer) to work with files and folders on your Surface or another computer on your network. For info on browsing network locations, see the Find shared items on other computers topic in this guide.	surface pro.xlsx	metadataname:surface pro	[]	False	[]	3164
SkyDrive: Cloud storage	**SkyDrive: Cloud storage**\n\n Store your documents, music, videos, and pictures in the cloud by using SkyDrive. Surface includes a SkyDrive app that you can use to upload and open files on your SkyDrive. Your Microsoft account includes 7 GB of free storage on SkyDrive.\n\nTo learn more about SkyDrive, see the SkyDrive section in this guide.	surface pro.xlsx	metadataname:surface pro	[]	False	[]	3165
USB flash drive or hard drive	**USB flash drive or hard drive**\n\nYou can insert a USB flash drive or external storage device in to the USB port on Surface.\n\nTo open files from a USB flash drive or external hard drive:\n\n1.  Insert a USB flash drive or hard drive into the USB port on your Surface (along the right edge).\n\n2.  Tap or click the notification that appears in the upper-right corner of the screen.\n\n3.  Tap or click Open folder to view files. File Explorer opens showing you the files on your USB flash drive or hard drive.\n\nFile Explorer (previously called Windows Explorer) is the app youâ€™ll use to browse, copy, and move files on your Surface. For more info, see the Files and folders section in this guide.	surface pro.xlsx	metadataname:surface pro	[]	False	[]	3166
microSD memory card	**microSD memory card**\n\nThe microSD card slot lets you add extra storage to Surface. You can use a microSD, microSDHC, or microSDXC card.\n\nFlip out the kickstand to access the card reader.	surface pro.xlsx	metadataname:surface pro	[]	False	[]	3167
File Explorer - Files and folders	**File Explorer**\n\nWith File Explorer you can do things like search for files, create folders, and copy or move files around.\n\nTo open File Explorer:\n\n*   From the Start screen, type file explorer and then tap or click File Explorer  from the search results.\n\n*   From the desktop, tap or click the file folder icon on the taskbar.	surface pro.xlsx	metadataname:surface pro	[]	False	[]	3168
Libraries - Files and folders	**Libraries**\n\nLibraries are collections where you can get to all your documents, music, pictures, and other files in one single place. Windows comes with four libraries: Documents, Music, Pictures, and Videos. It's a good idea to put your files in their corresponding libraries to make sure they show up in your apps. This means putting your music files in the Music folder and your pictures in your Pictures folder. Plus you'll be able to see them in one place whenever you open that library. For more info about using libraries, see the following topic: [Library basics](http://windows.microsoft.com/en-US/windows-8/libraries-windows-explorer) on Windows.com.	surface pro.xlsx	metadataname:surface pro	[]	False	[]	3169
Whatâ€™s new? - File Explorer	**Whatâ€™s new?**\n\nFile Explorer has a new ribbon along the top. To expand the ribbon, press Expand ribbon ( ) in the upper-right corner of the window (or press Ctrl+F1).\n\nUse the ribbon for common tasks, such as copying and moving, creating new folders, emailing and zipping items, and changing the view. The tabs change to show extra tasks that apply to the selected item. For example, if you select Computer in the navigation pane, the ribbon shows different tabs than it would if you select a folder in your Music library.\n\nTips\n\n*   For help using File Explorer, see the topic [How to work with files and folders](http://windows.microsoft.com/en-US/windows-8/files-folders-windows-explorer) on Windows.com.\n\n*   To find out how to share files and folders with other people on your network, see Share individual files and folders on Windows.com.\n\n*   To set the default app or program used when you open a particular file type, see Default programs in this guide.	surface pro.xlsx	metadataname:surface pro	[]	False	[]	3170
Search for files using File Explorer	**Search for files using File Explorer**\n\nYou can search for files using File Explorer. To find out how to do this, see [Search for files in File Explorer](http://windows.microsoft.com/en-us/windows-8/search-file-explorer) on Windows.com. Windows indexes the most commonly searched locations on your PC to make your searches faster. Here are answers to some frequently asked questions about the index: [Indexing and Search: Frequently](http://windows.microsoft.com/en-us/windows-8/search-index-faq) [asked questions](http://windows.microsoft.com/en-us/windows-8/search-index-faq) [.](http://windows.microsoft.com/en-us/windows-8/search-index-faq) \n\nYou can also find files by using the Search charm. For info about this, see the How to search topic in this guide.	surface pro.xlsx	metadataname:surface pro	[]	False	[]	3171
Move files to your Surface	**Move files to your Surface**\n\nYou can easily move music, pictures, videos, and documents to your Surface. Here are some of the ways you can move files to your Surface:\n\n*   Connect to a networked computer.\n\n*   Use SkyDrive.\n\n*   Use a USB flash drive or a microSD card.\n\n*   [Use Windows Easy Transfer](http://windows.microsoft.com/en-US/windows-8/transfer-files-settings-another-pc) to transfer files and settings from another PC.	surface pro.xlsx	metadataname:surface pro	[]	False	[]	3172
Share files with people who use your Surface	**Share files with people who use your Surface**\n\nPublic folders are a convenient way to share files with everyone who uses your Surface. For example, if you and other family members share your Surface, you can put your family pictures in the Public Pictures folder so that everyone can access them easily and add, delete, and edit photos.\n\nPublic folders are in each library. To open the Public folders:\n\n1.  Open the Search charm, type File Explorer in the search box, and tap or click File Explorer from the search results.\n\n2.  In the navigation pane, under Libraries, tap or click the arrow next to one of the libraries (Documents,  Music,  Pictures, or Videos). \n\nFor more info, see [Public folders: Frequently asked questions](http://windows.microsoft.com/en-US/windows-8/public-folders-faq) on Windows.com.	surface pro.xlsx	metadataname:surface pro	[]	False	[]	3173
Connect to a network computer	**Connect to a network computer**\n\nSurface can access music, pictures, videos, and documents on computers that are part of a network. This way you can copy files from another PC to your Surface, or you can leave the files where they are and open them on Surface. For more info, see the Find shared items on other computers topic in this guide.	surface pro.xlsx	metadataname:surface pro	[]	False	[]	3174
